code_module,code_presentation,id_student,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
DDD,2014B,997948,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,1,0,5,0,Withdrawn
DDD,2014B,1031884,0,0,11,0,196,0,165,0,15,70,0,76,0,0,0,0,56,0,247,19,Distinction
DDD,2014B,1033968,0,0,1,0,0,0,16,0,1,24,0,3,0,0,0,0,20,0,49,1,Withdrawn
DDD,2014B,1049036,0,0,25,0,114,0,270,0,2,249,0,199,0,0,0,0,76,0,127,5,Pass
DDD,2014B,1332356,0,0,4,0,82,2,118,0,10,29,0,23,0,0,0,0,38,0,95,9,Distinction
DDD,2014B,1531649,0,0,4,0,285,0,159,0,3,25,0,58,0,0,0,0,26,0,55,8,Withdrawn
DDD,2014B,1549107,0,0,10,0,178,17,305,0,13,79,0,156,0,0,0,0,149,0,546,64,Pass
DDD,2014B,1552044,0,0,17,0,479,1,345,0,8,68,0,96,0,0,0,0,66,0,179,19,Distinction
DDD,2014B,1554143,0,0,4,0,31,1,76,0,0,51,0,40,0,0,0,0,56,0,26,5,Withdrawn
DDD,2014B,1591864,0,0,22,0,487,0,474,0,3,97,0,147,0,0,0,0,135,0,461,44,Withdrawn
DDD,2014B,1592048,0,0,31,0,200,29,416,0,34,106,0,62,0,0,0,0,159,0,770,92,Distinction
DDD,2014B,1612600,0,0,28,0,810,1,969,0,56,59,0,200,0,0,0,0,113,0,671,64,Pass
DDD,2014B,1624025,0,0,4,0,445,0,215,0,9,71,0,108,0,0,0,0,73,0,310,39,Withdrawn
DDD,2014B,1668372,0,0,6,0,70,0,118,0,7,45,0,68,0,0,0,0,34,0,86,9,Withdrawn
DDD,2014B,1671208,0,0,6,0,293,0,122,0,8,78,0,79,0,0,0,0,34,0,186,19,Withdrawn
DDD,2014B,1671761,0,0,7,0,143,1,221,0,5,138,0,45,0,0,0,0,81,0,127,19,Fail
DDD,2014B,1671811,0,0,8,0,488,0,322,0,13,83,0,132,0,0,0,0,59,0,253,16,Pass
DDD,2014B,1735651,0,0,6,0,354,1,515,0,28,47,0,139,0,0,0,0,97,0,247,26,Pass
DDD,2014B,1735653,0,0,0,0,10,0,39,0,0,89,0,0,0,0,0,0,27,0,50,0,Pass
DDD,2014B,1763186,0,0,3,0,839,0,251,0,22,30,0,120,0,0,0,0,55,0,196,12,Pass
DDD,2014B,1767786,0,0,3,0,28,0,54,0,0,39,0,50,0,0,0,0,20,0,67,6,Withdrawn
DDD,2014B,1777223,0,0,6,0,81,38,236,0,17,73,0,27,0,0,0,0,46,0,152,15,Withdrawn
DDD,2014B,1804143,0,0,4,0,82,0,90,0,2,74,0,26,0,0,0,0,27,0,61,0,Withdrawn
DDD,2014B,1826729,0,0,0,0,7,0,44,0,0,35,0,9,0,0,0,0,25,0,58,1,Pass
DDD,2014B,1843355,0,0,9,0,34,0,91,0,0,65,0,55,0,0,0,0,23,0,79,0,Fail
DDD,2014B,1874160,0,0,26,0,189,0,254,0,0,240,0,204,0,0,0,0,80,0,242,12,Pass
DDD,2014B,1903131,0,0,0,0,19,0,10,0,1,6,0,0,0,0,0,0,1,0,9,2,Fail
DDD,2014B,1916140,0,0,12,0,423,1031,361,0,23,54,0,164,0,0,0,0,64,0,535,21,Pass
DDD,2014B,1939179,0,0,23,0,760,0,909,0,79,310,0,185,0,0,0,0,255,0,1021,168,Fail
DDD,2014B,1945434,0,0,12,0,178,0,171,0,21,91,0,63,0,0,0,0,42,0,233,16,Pass
DDD,2014B,1951727,0,0,10,0,201,0,327,0,0,28,0,136,0,0,0,0,31,0,144,15,Pass
DDD,2014B,1962854,0,0,10,0,100,0,162,0,5,36,0,143,0,0,0,0,99,0,257,31,Pass
DDD,2014B,1981053,0,0,0,0,5,0,21,0,0,3,0,6,0,0,0,0,1,0,7,0,Withdrawn
DDD,2014B,1986370,0,0,3,0,456,0,420,0,6,172,0,55,0,0,0,0,33,0,79,16,Withdrawn
DDD,2014B,1994454,0,0,0,0,5,0,14,0,6,3,0,2,0,0,0,0,0,0,3,3,Withdrawn
DDD,2014B,2001102,0,0,5,0,238,0,256,0,9,150,0,129,0,0,0,0,120,0,484,39,Withdrawn
DDD,2014B,2002727,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,6,0,1,0,Fail
DDD,2014B,2043916,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,5,0,Withdrawn
DDD,2014B,2046628,0,0,1,0,154,0,154,0,9,93,0,0,0,0,0,0,68,0,135,23,Withdrawn
DDD,2014B,2077023,0,0,19,0,54,0,122,0,0,101,0,92,0,0,0,0,59,0,234,6,Pass
DDD,2014B,2080340,0,0,3,0,160,0,144,0,3,134,0,45,0,0,0,0,31,0,123,15,Fail
DDD,2014B,2087698,0,0,34,0,824,47,744,0,23,276,0,231,0,0,0,0,124,0,336,67,Distinction
DDD,2014B,2091387,0,0,1,0,306,0,241,0,29,56,0,79,0,0,0,0,58,0,172,26,Distinction
DDD,2014B,2109013,0,0,5,0,69,0,69,0,1,70,0,2,0,0,0,0,16,0,49,7,Withdrawn
DDD,2014B,2110039,0,0,8,0,0,0,57,0,0,63,0,0,0,0,0,0,6,0,31,0,Withdrawn
DDD,2014B,2151748,0,0,0,0,97,0,63,0,3,38,0,0,0,0,0,0,7,0,5,3,Withdrawn
DDD,2014B,2162388,0,0,2,0,5,0,70,0,6,31,0,9,0,0,0,0,16,0,27,4,Fail
DDD,2014B,2172136,0,0,10,0,136,0,280,0,10,153,0,24,0,0,0,0,92,0,226,28,Distinction
DDD,2014B,2173688,0,0,1,0,43,0,32,0,2,28,0,8,0,0,0,0,3,0,8,2,Fail
DDD,2014B,2188469,0,0,0,0,20,0,35,0,0,33,0,3,0,0,0,0,12,0,51,2,Fail
DDD,2014B,2210989,0,0,0,0,109,0,195,0,0,67,0,106,0,0,0,0,36,0,171,18,Distinction
DDD,2014B,2228206,0,0,2,0,121,0,190,0,0,63,0,56,0,0,0,0,89,0,290,13,Withdrawn
DDD,2014B,2231018,0,0,8,0,153,0,282,0,0,82,0,54,0,0,0,0,46,0,281,27,Pass
DDD,2014B,2261142,0,0,8,0,307,0,529,0,0,205,0,184,0,0,0,0,143,0,205,23,Fail
DDD,2014B,2265935,0,0,8,0,285,3,279,0,9,56,0,171,0,0,0,0,91,0,259,17,Withdrawn
DDD,2014B,2266889,0,0,0,0,86,0,89,0,0,235,0,56,0,0,0,0,44,0,72,5,Pass
DDD,2014B,2301511,0,0,3,0,32,0,247,0,23,506,0,100,0,0,0,0,82,0,99,16,Fail
DDD,2014B,2305237,0,0,1,0,170,1,123,0,0,11,0,30,0,0,0,0,12,0,59,2,Withdrawn
DDD,2014B,2305957,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,12,1,Withdrawn
DDD,2014B,2306519,0,0,0,0,159,0,94,0,0,31,0,78,0,0,0,0,48,0,124,9,Pass
DDD,2014B,2312809,0,0,12,0,8,0,97,0,0,38,0,44,0,0,0,0,32,0,159,15,Pass
DDD,2014B,2333244,0,0,10,0,669,0,447,0,7,82,0,275,0,0,0,0,60,0,294,135,Withdrawn
DDD,2014B,2336922,0,0,59,0,265,6,458,0,35,297,0,123,0,0,0,0,97,0,644,71,Pass
DDD,2014B,2343809,0,0,5,0,76,0,145,0,4,80,0,57,0,0,0,0,31,0,147,15,Pass
DDD,2014B,2348961,0,0,2,0,87,0,130,0,17,70,0,37,0,0,0,0,66,0,124,19,Pass
DDD,2014B,2352039,0,0,0,0,43,0,59,0,3,4,0,0,0,0,0,0,0,0,0,0,Withdrawn
DDD,2014B,2356318,0,0,1,0,67,0,96,0,15,68,0,40,0,0,0,0,22,0,71,7,Fail
DDD,2014B,2357168,0,0,0,0,58,0,38,0,0,15,0,22,0,0,0,0,22,0,71,0,Withdrawn
DDD,2014B,2366701,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,1,0,3,0,Withdrawn
DDD,2014B,2371311,0,0,1,0,8,0,7,0,0,9,0,0,0,0,0,0,5,0,7,2,Fail
DDD,2014B,2394090,0,0,13,0,141,12,351,0,21,94,0,95,0,0,0,0,105,0,132,20,Distinction
DDD,2014B,2399951,0,0,3,0,104,1,181,0,12,231,0,67,0,0,0,0,68,0,336,35,Fail
DDD,2014B,2411981,0,0,0,0,61,0,75,0,0,56,0,6,0,0,0,0,9,0,55,2,Withdrawn
DDD,2014B,2414973,0,0,0,0,13,0,52,0,0,84,0,5,0,0,0,0,15,0,77,2,Pass
DDD,2014B,2415480,0,0,24,0,164,0,397,0,29,224,0,130,0,0,0,0,118,0,261,26,Distinction
DDD,2014B,2416424,0,0,16,0,868,0,864,0,7,163,0,161,0,0,0,0,81,0,323,19,Pass
DDD,2014B,2416501,0,0,63,0,658,0,953,0,54,484,0,278,0,0,0,0,293,0,1512,70,Pass
DDD,2014B,2436400,0,0,69,0,684,0,1064,0,48,136,0,121,0,0,0,0,164,0,645,41,Distinction
DDD,2014B,2444109,0,0,0,0,0,0,14,0,0,8,0,15,0,0,0,0,5,0,25,2,Withdrawn
DDD,2014B,2446778,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,Withdrawn
DDD,2014B,2450600,0,0,25,0,615,26,1057,0,31,268,0,317,0,0,0,0,218,0,1150,82,Distinction
DDD,2014B,2450650,0,0,17,0,173,1003,268,0,7,45,0,47,0,0,0,0,56,0,433,24,Pass
DDD,2014B,2451003,0,0,22,0,707,0,897,0,32,1042,0,290,0,0,0,0,230,0,714,145,Pass
DDD,2014B,2452902,0,0,7,0,189,0,178,0,18,48,0,71,0,0,0,0,19,0,208,28,Pass
DDD,2014B,2460775,0,0,9,0,114,0,104,0,10,80,0,19,0,0,0,0,35,0,212,8,Distinction
DDD,2014B,2465186,0,0,0,0,69,0,46,0,2,23,0,5,0,0,0,0,4,0,19,4,Fail
DDD,2014B,2473025,0,0,6,0,384,0,319,0,15,79,0,111,0,0,0,0,89,0,247,18,Pass
DDD,2014B,2495139,0,0,0,0,0,0,11,0,0,26,0,0,0,0,0,0,2,0,18,0,Fail
DDD,2014B,2502516,0,0,31,0,747,3,521,0,22,249,0,211,0,0,0,0,109,0,413,35,Distinction
DDD,2014B,2502707,0,0,0,0,197,0,85,0,0,61,0,0,0,0,0,0,3,0,17,0,Withdrawn
DDD,2014B,2503273,0,0,41,0,957,5,1471,0,0,2284,0,991,0,0,0,0,412,0,1226,66,Pass
DDD,2014B,2516497,0,0,3,0,0,0,13,0,0,7,0,0,0,0,0,0,4,0,9,4,Fail
DDD,2014B,2519622,0,0,12,0,334,13,595,0,81,82,0,90,0,0,0,0,55,0,224,42,Withdrawn
DDD,2014B,2523146,0,0,2,0,23,0,23,0,1,4,0,2,0,0,0,0,1,0,9,1,Fail
DDD,2014B,2527077,0,0,6,0,397,10,174,0,2,37,0,71,0,0,0,0,28,0,117,25,Fail
DDD,2014B,2533297,0,0,1,0,75,0,88,0,3,147,0,18,0,0,0,0,13,0,39,6,Fail
DDD,2014B,2544678,0,0,1,0,8,1,25,0,2,19,0,0,0,0,0,0,18,0,39,10,Withdrawn
DDD,2014B,2545413,0,0,1,0,0,0,55,0,0,28,0,0,0,0,0,0,37,0,151,14,Fail
DDD,2014B,2550946,0,0,11,0,58,0,133,0,0,127,0,81,0,0,0,0,42,0,139,12,Distinction
DDD,2014B,2558463,0,0,26,0,391,24,641,0,24,95,0,145,0,0,0,0,82,0,385,68,Pass
DDD,2014B,2558536,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,3,0,16,0,Withdrawn
DDD,2014B,2577480,0,0,0,0,7,0,19,0,0,6,0,0,0,0,0,0,4,0,18,2,Withdrawn
DDD,2014B,2588215,0,0,2,0,44,0,100,0,0,107,0,23,0,0,0,0,22,0,33,0,Withdrawn
DDD,2014B,2588296,0,0,0,0,21,0,16,0,0,6,0,1,0,0,0,0,0,0,3,0,Withdrawn
DDD,2014B,2588543,0,0,52,0,87,0,203,0,4,134,0,109,0,0,0,0,145,0,270,4,Fail
DDD,2014B,2595457,0,0,4,0,10,0,49,0,0,15,0,13,0,0,0,0,3,0,54,3,Withdrawn
DDD,2014B,2595730,0,0,9,0,419,3,294,0,3,206,0,99,0,0,0,0,64,0,149,20,Withdrawn
DDD,2014B,2608626,0,0,11,0,432,0,514,0,45,72,0,196,0,0,0,0,106,0,216,48,Distinction
DDD,2014B,2609908,0,0,3,0,39,0,108,0,0,25,0,26,0,0,0,0,12,0,106,13,Pass
DDD,2014B,2610581,0,0,1,0,0,0,18,0,0,13,0,0,0,0,0,0,4,0,27,0,Withdrawn
DDD,2014B,2611371,0,0,8,0,187,0,278,0,12,111,0,55,0,0,0,0,58,0,200,26,Pass
DDD,2014B,2619496,0,0,8,0,130,0,143,0,2,43,0,94,0,0,0,0,23,0,116,12,Distinction
DDD,2014B,2623532,0,0,0,0,84,0,133,0,2,239,0,32,0,0,0,0,26,0,65,9,Withdrawn
DDD,2014B,2635116,0,0,3,0,60,0,76,0,4,41,0,35,0,0,0,0,11,0,55,9,Withdrawn
DDD,2014B,2636552,0,0,3,0,18,0,26,0,0,8,0,0,0,0,0,0,9,0,38,1,Withdrawn
DDD,2014B,2637219,0,0,8,0,957,0,1495,0,8,67,0,191,0,0,0,0,62,0,640,586,Distinction
DDD,2014B,2638464,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,1,0,6,1,Withdrawn
DDD,2014B,2639021,0,0,2,0,18,0,27,0,0,28,0,31,0,0,0,0,1,0,14,1,Withdrawn
DDD,2014B,2643028,0,0,11,0,214,11,273,0,22,70,0,89,0,0,0,0,75,0,216,37,Pass
DDD,2014B,2646737,0,0,1,0,71,0,26,0,1,3,0,8,0,0,0,0,5,0,17,2,Withdrawn
DDD,2014B,2648035,0,0,49,0,442,1,410,0,11,392,0,223,0,0,0,0,114,0,823,58,Pass
DDD,2014B,2659530,0,0,6,0,488,0,337,0,19,63,0,175,0,0,0,0,47,0,216,13,Distinction
DDD,2014B,2660408,0,0,20,0,31,0,137,0,0,102,0,26,0,0,0,0,45,0,146,5,Pass
DDD,2014B,2661162,0,0,16,0,690,0,428,0,11,78,0,149,0,0,0,0,57,0,431,17,Pass
DDD,2014B,2668106,0,0,1,0,83,0,162,0,9,47,0,20,0,0,0,0,60,0,129,9,Withdrawn
DDD,2014B,2669736,0,0,16,0,574,10,471,0,3,189,0,75,0,0,0,0,166,0,576,15,Pass
DDD,2014B,2669995,0,0,7,0,356,0,254,0,24,54,0,19,0,0,0,0,57,0,64,9,Pass
DDD,2014B,2675343,0,0,1,0,209,0,81,0,1,27,0,61,0,0,0,0,22,0,37,1,Pass
DDD,2014B,2684847,0,0,6,0,220,0,345,0,12,107,0,46,0,0,0,0,34,0,128,85,Pass
DDD,2014B,2685827,0,0,8,0,236,1,283,0,36,149,0,66,0,0,0,0,57,0,163,36,Pass
DDD,2014B,2686365,0,0,1,0,0,0,9,0,0,2,0,6,0,0,0,0,1,0,12,2,Fail
DDD,2014B,2686865,0,0,3,0,59,0,158,0,12,47,0,25,0,0,0,0,22,0,73,18,Pass
DDD,2014B,2688692,0,0,3,0,31,0,91,0,1,27,0,37,0,0,0,0,16,0,108,15,Pass
DDD,2014B,2689501,0,0,0,0,34,0,82,0,5,130,0,4,0,0,0,0,18,0,13,3,Withdrawn
DDD,2014B,2692101,0,0,1,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,6,0,Fail
DDD,2014B,2692577,0,0,19,0,126,0,83,0,15,68,0,139,0,0,0,0,100,0,201,14,Distinction
DDD,2014B,2692948,0,0,1,0,63,0,114,0,1,204,0,0,0,0,0,0,41,0,67,2,Pass
DDD,2014B,2694886,0,0,10,0,414,2,158,0,10,17,0,70,0,0,0,0,46,0,158,13,Pass
DDD,2014B,2696376,0,0,0,0,5,0,49,0,0,138,0,14,0,0,0,0,12,0,62,2,Fail
DDD,2014B,2698251,0,0,4,0,230,0,287,0,5,274,0,135,0,0,0,0,94,0,280,28,Fail
DDD,2014J,8462,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,Withdrawn
DDD,2014J,25572,0,0,0,0,4,0,36,0,0,8,0,0,0,0,0,0,12,0,39,6,Withdrawn
DDD,2014J,27417,0,0,0,0,24,10,20,0,7,30,0,0,0,0,0,0,3,0,0,0,Withdrawn
DDD,2014J,33796,0,0,2,0,70,0,85,0,0,67,0,0,0,0,0,0,34,0,90,3,Pass
DDD,2014J,34087,0,0,0,0,11,0,29,0,0,9,0,0,0,0,0,0,4,0,13,6,Fail
DDD,2014J,46016,0,0,3,0,70,18,83,0,0,43,0,0,0,0,0,0,14,0,37,2,Withdrawn
DDD,2014J,46812,0,0,0,0,42,27,43,0,0,16,0,0,0,0,0,0,6,0,6,1,Withdrawn
DDD,2014J,51033,0,0,15,0,178,0,123,0,17,97,0,0,0,0,0,0,47,0,173,20,Pass
DDD,2014J,51153,0,0,10,0,609,9,240,0,28,46,0,0,0,0,0,0,54,0,66,25,Pass
DDD,2014J,51955,0,0,2,0,5,0,103,0,1,104,0,0,0,0,0,0,44,0,107,3,Fail
DDD,2014J,53632,0,0,0,0,6,0,20,0,0,19,0,0,0,0,0,0,7,0,17,4,Fail
DDD,2014J,54810,0,0,7,0,3,1,113,0,1,183,0,0,0,0,0,0,40,0,81,6,Pass
DDD,2014J,58731,0,0,1,0,0,8,50,0,0,34,0,0,0,0,0,0,40,0,41,3,Pass
DDD,2014J,63015,0,0,1,0,140,0,137,0,8,26,0,0,0,0,0,0,40,0,144,33,Fail
DDD,2014J,63827,0,0,1,0,0,0,35,0,0,18,0,0,0,0,0,0,19,0,17,11,Withdrawn
DDD,2014J,68417,0,0,11,0,430,68,214,0,15,253,0,0,0,0,0,0,46,0,112,5,Pass
DDD,2014J,71676,0,0,24,0,121,6,275,0,43,130,0,0,0,0,0,0,68,0,312,27,Pass
DDD,2014J,73019,0,0,0,0,105,16,129,0,2,259,0,0,0,0,0,0,20,0,8,1,Fail
DDD,2014J,73664,0,0,0,0,0,2,35,0,0,15,0,0,0,0,0,0,11,0,40,0,Fail
DDD,2014J,75427,0,0,7,0,66,2,296,0,4,387,0,0,0,0,0,0,76,0,129,20,Fail
DDD,2014J,76081,0,0,11,0,110,0,220,0,29,40,0,0,0,0,0,0,18,0,126,19,Pass
DDD,2014J,80329,0,0,6,0,93,24,202,0,52,68,0,0,0,0,0,0,39,0,130,20,Pass
DDD,2014J,80775,0,0,5,0,128,10,186,0,31,128,0,0,0,0,0,0,88,0,71,32,Pass
DDD,2014J,83553,0,0,1,0,119,32,90,0,4,89,0,0,0,0,0,0,28,0,25,2,Fail
DDD,2014J,88439,0,0,10,0,90,19,181,0,20,115,0,0,0,0,0,0,69,0,192,10,Pass
DDD,2014J,91470,0,0,3,0,413,7,376,0,23,251,0,0,0,0,0,0,70,0,202,69,Pass
DDD,2014J,96874,0,0,0,0,11,0,64,0,0,19,0,0,0,0,0,0,4,0,19,0,Fail
DDD,2014J,99075,0,0,17,0,284,0,220,0,28,185,0,0,0,0,0,0,177,0,360,21,Fail
DDD,2014J,99609,0,0,2,0,53,0,19,0,6,24,0,0,0,0,0,0,3,0,18,0,Withdrawn
DDD,2014J,100561,0,0,32,0,323,0,206,0,11,87,0,0,0,0,0,0,76,0,156,32,Fail
DDD,2014J,101279,0,0,0,0,16,13,24,0,2,20,0,0,0,0,0,0,9,0,8,2,Fail
DDD,2014J,102221,0,0,2,0,467,0,216,0,20,32,0,0,0,0,0,0,38,0,84,17,Pass
DDD,2014J,104772,0,0,2,0,18,0,66,0,0,49,0,0,0,0,0,0,6,0,9,3,Fail
DDD,2014J,106553,0,0,4,0,0,0,158,0,0,208,0,0,0,0,0,0,48,0,88,15,Pass
DDD,2014J,110524,0,0,1,0,191,1,151,0,22,53,0,0,0,0,0,0,56,0,283,52,Pass
DDD,2014J,110640,0,0,7,0,343,481,314,0,39,237,0,0,0,0,0,0,53,0,247,34,Pass
DDD,2014J,111926,0,0,1,0,187,35,169,0,12,91,0,0,0,0,0,0,23,0,28,2,Pass
DDD,2014J,118578,0,0,1,0,8,22,178,0,16,283,0,0,0,0,0,0,43,0,197,20,Withdrawn
DDD,2014J,123053,0,0,4,0,25,0,83,0,0,56,0,0,0,0,0,0,17,0,57,0,Withdrawn
DDD,2014J,123183,0,0,22,0,492,981,516,0,16,75,0,0,0,0,0,0,123,0,284,51,Pass
DDD,2014J,123957,0,0,0,0,0,1,18,0,0,4,0,0,0,0,0,0,8,0,24,2,Fail
DDD,2014J,124728,0,0,2,0,697,3,297,0,69,118,0,0,0,0,0,0,53,0,139,17,Withdrawn
DDD,2014J,125830,0,0,5,0,557,0,302,0,23,56,0,0,0,0,0,0,56,0,135,33,Withdrawn
DDD,2014J,129989,0,0,23,0,668,0,289,0,7,68,0,0,0,0,0,0,58,0,124,43,Distinction
DDD,2014J,131152,0,0,5,0,72,0,81,0,0,33,0,0,0,0,0,0,31,0,43,5,Fail
DDD,2014J,131612,0,0,27,0,418,31,478,0,38,220,0,0,0,0,0,0,67,0,147,55,Pass
DDD,2014J,132157,0,0,16,0,156,1,187,0,3,194,0,0,0,0,0,0,43,0,81,3,Fail
DDD,2014J,132511,0,0,1,0,106,0,111,0,1,82,0,0,0,0,0,0,25,0,28,4,Fail
DDD,2014J,133365,0,0,22,0,623,14,444,0,65,168,0,0,0,0,0,0,117,0,345,74,Pass
DDD,2014J,134243,0,0,31,0,809,32,654,0,37,140,0,0,0,0,0,0,117,0,333,51,Pass
DDD,2014J,134920,0,0,4,0,21,0,40,0,1,51,0,0,0,0,0,0,12,0,22,0,Fail
DDD,2014J,135999,0,0,1,0,34,10,43,0,4,5,0,0,0,0,0,0,0,0,4,0,Withdrawn
DDD,2014J,136135,0,0,7,0,133,24,168,0,11,138,0,0,0,0,0,0,57,0,133,9,Pass
DDD,2014J,136793,0,0,4,0,133,8,90,0,5,77,0,0,0,0,0,0,44,0,40,3,Pass
DDD,2014J,138715,0,0,0,0,4,0,13,0,0,13,0,0,0,0,0,0,0,0,2,0,Fail
DDD,2014J,145188,0,0,1,0,0,0,7,0,0,7,0,0,0,0,0,0,5,0,6,0,Fail
DDD,2014J,145578,0,0,8,0,303,0,222,0,8,67,0,0,0,0,0,0,9,0,16,8,Withdrawn
DDD,2014J,146943,0,0,1,0,220,29,145,0,12,27,0,0,0,0,0,0,24,0,85,10,Withdrawn
DDD,2014J,147328,0,0,1,0,1087,23,505,0,42,141,0,0,0,0,0,0,140,0,428,53,Pass
DDD,2014J,147715,0,0,18,0,160,15,225,0,18,106,0,5,0,0,0,0,57,0,194,31,Fail
DDD,2014J,148414,0,0,48,0,199,13,324,0,52,288,0,0,0,0,0,0,94,0,211,16,Pass
DDD,2014J,151745,0,0,15,0,73,11,209,0,3,44,0,0,0,0,0,0,52,0,158,26,Pass
DDD,2014J,152320,0,0,14,0,66,0,114,0,21,32,0,0,0,0,0,0,11,0,87,2,Pass
DDD,2014J,153170,0,0,7,0,216,14,311,0,27,226,0,0,0,0,0,0,41,0,158,14,Pass
DDD,2014J,154073,0,0,1,0,40,10,94,0,9,14,0,0,0,0,0,0,32,0,94,12,Fail
DDD,2014J,158575,0,0,8,0,19,18,102,0,1,51,0,0,0,0,0,0,65,0,100,24,Withdrawn
DDD,2014J,160181,0,0,26,0,671,45,994,0,59,194,0,0,0,0,0,0,158,0,360,61,Withdrawn
DDD,2014J,162337,0,0,0,0,59,0,63,0,0,49,0,0,0,0,0,0,1,0,17,1,Fail
DDD,2014J,163996,0,0,8,0,212,4,190,0,0,32,0,0,0,0,0,0,18,0,127,7,Fail
DDD,2014J,167945,0,0,7,0,98,1,61,0,7,69,0,0,0,0,0,0,35,0,60,12,Withdrawn
DDD,2014J,168843,0,0,2,0,79,15,130,0,0,102,0,0,0,0,0,0,22,0,89,7,Withdrawn
DDD,2014J,169894,0,0,2,0,210,0,105,0,0,88,0,0,0,0,0,0,21,0,39,14,Pass
DDD,2014J,172965,0,0,11,0,432,2,99,0,4,52,0,0,0,0,0,0,30,0,205,18,Pass
DDD,2014J,175804,0,0,4,0,0,0,25,0,0,15,0,0,0,0,0,0,4,0,20,3,Withdrawn
DDD,2014J,177781,0,0,2,0,80,22,83,0,1,92,0,0,0,0,0,0,14,0,26,6,Fail
DDD,2014J,184409,0,0,24,0,1163,0,559,0,21,22,0,0,0,0,0,0,95,0,220,17,Distinction
DDD,2014J,185024,0,0,3,0,134,35,139,0,8,69,0,0,0,0,0,0,22,0,81,17,Withdrawn
DDD,2014J,189143,0,0,18,0,165,30,175,0,36,155,0,0,0,0,0,0,36,0,168,9,Distinction
DDD,2014J,190279,0,0,27,0,7061,15,4114,0,114,411,0,0,0,0,0,0,117,0,305,319,Pass
DDD,2014J,191732,0,0,0,0,15,8,41,0,3,32,0,0,0,0,0,0,28,0,20,4,Fail
DDD,2014J,192375,0,0,0,0,639,9,326,0,44,58,0,0,0,0,0,0,26,0,114,9,Pass
DDD,2014J,202138,0,0,1,0,45,0,51,0,0,54,0,0,0,0,0,0,16,0,28,4,Withdrawn
DDD,2014J,202489,0,0,0,0,116,2,56,0,0,45,0,0,0,0,0,0,20,0,54,9,Withdrawn
DDD,2014J,203149,0,0,2,0,37,7,83,0,1,30,0,0,0,0,0,0,22,0,54,11,Fail
DDD,2014J,204410,0,0,19,0,1363,13,878,0,111,270,0,0,0,0,0,0,52,0,208,47,Pass
DDD,2014J,204609,0,0,8,0,539,11,190,0,35,224,0,0,0,0,0,0,28,0,70,9,Pass
DDD,2014J,226895,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Pass
DDD,2014J,231697,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,Withdrawn
DDD,2014J,233868,0,0,1,0,0,0,11,0,0,32,0,0,0,0,0,0,1,0,2,1,Fail
DDD,2014J,233873,0,0,0,0,13,7,99,0,0,71,0,0,0,0,0,0,103,0,144,14,Pass
DDD,2014J,234552,0,0,30,0,1236,84,1120,0,82,407,0,0,0,0,0,0,114,0,520,56,Pass
DDD,2014J,235893,0,0,25,0,1026,0,507,0,19,58,0,0,0,0,0,0,39,0,214,31,Distinction
DDD,2014J,236017,0,0,0,0,8,0,29,0,2,21,0,0,0,0,0,0,4,0,17,1,Withdrawn
DDD,2014J,240186,0,0,6,0,330,21,151,0,11,96,0,0,0,0,0,0,47,0,113,12,Pass
DDD,2014J,240236,0,0,17,0,4,14,276,0,11,385,0,1,0,0,0,0,51,0,272,14,Fail
DDD,2014J,241066,0,0,4,0,27,15,72,0,7,83,0,0,0,0,0,0,38,0,52,7,Pass
DDD,2014J,241769,0,0,8,0,29,0,68,0,0,51,0,0,0,0,0,0,13,0,33,11,Withdrawn
DDD,2014J,243025,0,0,0,0,288,0,247,0,48,40,0,0,0,0,0,0,37,0,187,27,Pass
DDD,2014J,249359,0,0,0,0,87,0,53,0,0,51,0,0,0,0,0,0,29,0,46,2,Pass
DDD,2014J,253579,0,0,1,0,11,12,45,0,0,61,0,0,0,0,0,0,62,0,14,3,Fail
DDD,2014J,256144,0,0,22,0,1039,77,734,0,56,102,0,0,0,0,0,0,70,0,436,79,Pass
DDD,2014J,258538,0,0,21,0,73,0,102,0,2,35,0,0,0,0,0,0,146,0,208,8,Pass
DDD,2014J,260077,0,0,3,0,264,1,163,0,13,247,0,0,0,0,0,0,62,0,41,7,Pass
DDD,2014J,267118,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,Fail
DDD,2014J,268143,0,0,5,0,416,0,235,0,7,203,0,0,0,0,0,0,76,0,143,26,Pass
